title,author_name,first_publish_year,publisher,language
Reading the Lord of the Rings,['Robert Eaglestone'],2005.0,"['Continuum International Publishing Group', 'CONTINUUM', 'Continuum']","['und', 'eng']"
The Brothers Hildebrand's Lord of the Rings,['Brian Simmons'],2002.0,['Running Press Book Publishers'],['eng']
Unsung Heroes of the Lord of the Rings,['Lynnette Porter'],2005.0,"['ABC-CLIO, LLC']",['eng']
Lord of the Rings Collector's Edition Box Set,['J. R. R. Tolkien'],2024.0,['HarperCollins Publishers'],['eng']
The Lord of the Rings complete visual companion,['Jude Fisher'],2004.0,"['Houghton Mifflin', 'Mariner Books']",['eng']
"The ""Lord of the Rings"" Official Stage Companion",['Gary Russell'],2007.0,['HarperCollins Publishers Ltd'],
Understanding Tolkien and the Lord of the Rings,['William Ready'],1969.0,['Paperback Library'],
The Lord of the Rings. Guild Edition. 1989,,,,
Literary Lessons from The Lord of the Rings,,2010.0,['Home Scholar Books'],
Finding God in the Lord of the Rings,"['Kurt D. Bruner', 'Jim Ware']",2006.0,['Saltriver'],['eng']
"The ""Lord of the Rings"" Official Movie Guide",['Brian Sibley'],2001.0,"['Ediciones Minotauro', 'HarperCollins Entertainment']",['spa']
The Lord of the Rings Trilogy,['Howard Shore'],2009.0,['Alfred Music'],
Juices Cocktails Smoothies Lord of the Rings Drink Recipe Book,['Ashton Wynter'],2021.0,['Independently Published'],['eng']
Lord of the Rings Movie Trilogy Coloring Book,['Warner Brothers Studio'],2016.0,"['Echo Point Books & Media, LLC.']",['eng']
Lord of the Rings Tarot Deck and Guide,"['Casey Gilly', 'Tomas Hijo']",2022.0,['Insight Editions'],['eng']
LORD OF THE RINGS COLLECTORS MODELS NO 45,,,,
Lord of the Rings Movie Trilogy Colouring Book,"['J. R. R. Tolkien', 'Nicolette Caven', 'Warner Brothers Studio']",2024.0,['HarperCollins Publishers Limited'],['eng']
Lord of the Rings Instrumental Solos Cello Book,['Howard Shore'],2004.0,['Warner Bros. Publications'],['eng']
Lord of the Rings Instrumental Solos Viola Book,['Howard Shore'],2004.0,['Warner Bros. Publications'],['eng']
Lord of the Rings Instrumental Solos Violin Book,['Howard Shore'],2004.0,['Warner Bros. Publications'],['eng']
The Lord of the rings,['David Brawn'],,,
Lord of the Rings Coloring Book,['Ga;dalf The Grey'],2019.0,['Independently Published'],['eng']
J.R.R. Tolkien's The Lord of the Rings,,,,
Core Book (The Lord of the Rings Roleplaying Game),['Matt Forbeck'],2002.0,"['Decipher', 'Brand: Decipher', 'Decipher Inc.']",['eng']
"The Lord of the rings, 1954-2004","['Richard E. Blackwelder', 'Wayne G. Hammond', 'Christina Scull']",2006.0,['Marquette University Press'],['eng']
The Lord of the rings and philosophy,,2003.0,['Open Court'],['eng']
"The Lord of the Rings. Mit Interpretation. Diverse Umschlagfarben, unsortiert",['Frank Weinreich'],2002.0,"['Langenscheidt Fachv., M.']",['ger']
Lord of the Rings Trivia Quiz : How Well Do You Know the Film?,['Whited STEPHANIE'],2021.0,['Independently Published'],['eng']
Lord of the Rings-The One Ring Glass Candle,['Insight Editions'],2021.0,['Insight Editions'],['eng']
CliffsNotes on Tolkien's the Lord of the Rings and the Hobbit,['Gene B. Hardy'],2007.0,"['Houghton Mifflin Harcourt Publishing Company', 'Wiley & Sons Canada, Limited, John', 'CliffsNotes']",['eng']
"Lord of the Rings : the Fellowship of the Ring  - Screenplay - Written by Fran Walsh, Peter Jackson and Philippa Boyens",['Scripts'],2022.0,['Independently Published'],['eng']
169 Epic Facts about Lord of the Rings,['Daniel Collins'],2019.0,['Independently Published'],['eng']
One True Lord of the Rings Appetizer Cookbook,['Patricia Baker'],2020.0,['Independently Published'],['eng']
One True Lord of the Rings Appetizer Cookbook,['Patricia Baker'],2020.0,['Independently Published'],['eng']
The Lord of the Rings,['Mario De Govia'],,,
"J.R.R. Tolkien, The Lord of the Rings",['Geoffrey Ridden'],1984.0,['Longman; York Press'],['und']
Unsung heroes of the Lord of the rings,['Lynnette R. Porter'],2005.0,"['ABC-CLIO, LLC', 'Praeger Publishers']",['eng']
Tolkien and the Lord of the Rings,['Colin Duriez'],2013.0,['The History Press'],['eng']
The magical worlds of the Lord of the Rings,['David Colbert'],2002.0,"['Berkley Books', 'Puffin Books']",['eng']
Lord of the Rings Gollum,['Crazy Books'],2020.0,['Independently Published'],['eng']
The Lord of the Rings Return of the King,,,,
Lord of the Rings Trivia Questions : Test Your Knowledge with These Amazing Questions,['Barton Kichline'],2021.0,['Independently Published'],['eng']
The QPB companion to The Lord of the rings,['Brandon Geist'],2001.0,"['Quality Paperback Book Club', 'Quality Paper Back Book Club']",['eng']
The Rough Guide to the Lord of the Rings,['ROUGH GUIDES'],2003.0,['Rough Guides'],['eng']
Unofficial Lord of the Rings Cookbook,['Tom Grimm'],2022.0,['Reel Ink Press'],['eng']
Tolkien's lord of the rings the hidden message Discovered,['Nicholas Carlson'],2009.0,"['Lulu Press, Inc.']",['eng']
Tolkiens lord of the rings the hidden message Discovered,['Nicholas Carlson'],2009.0,"['Lulu Press, Inc.']",['eng']
"2011  The Lord of the Rings ""Special Edition""  Calendar",,2010.0,['Day Dream'],
"The ""Lord of the Rings"" from Script to Screen",['Brian Sibley'],2003.0,['HarperCollins Publishers Ltd'],
"A Closer Look at ""The Lord of the Rings""",['Mark Eddy Smith'],2002.0,['Kingsway Publications'],
The Lord Of The Rings Tarot Deck Card Game,['Peter Pracownik'],1997.0,['U.S. Games Systems'],
Understanding Tolkien and the Lord of the Rings 1971,['william ready'],1971.0,['paperback library'],
The Lord of the Rings (New Line Platinum Series),['Elijah Wood'],2002.0,['New Line Cinema Corporation'],['eng']
Hero's Journal (The Lord of the Rings Roleplaying Game),['Decipher RPG'],2002.0,"['Decipher', 'Lord of the Rings']",['eng']
Isengard Sourcebook (The Lord of the Rings Roleplaying Game),['Decipher RPG'],2004.0,['Decipher Inc.'],['eng']
Narrator's Screen (The Lord of the Rings Roleplaying Game),['Decipher RPG'],2003.0,['Decipher Inc.'],['eng']
"""The lord of the rings,"" Logik der kreativen Imagination",['Barbara Einhaus'],1986.0,['Tuduv'],['ger']
J. R. R. Tolkien's The Lord of the Rings,['Alexis A. Levitin'],1964.0,,['eng']
Lords of the Rings Coloring Book,['GrowBig Publishing'],2021.0,['Independently Published'],['eng']
Hobbit and the Lord of the Rings Gift Set,['J.R.R. Tolkien'],2017.0,['HarperCollins Publishers Limited'],['eng']
Lord of the Rings Movie Trilogy Colouring Book (Standard),['Nicolette Caven'],2016.0,['HarperCollins Publishers Limited'],['eng']
Games Workshop Lord of the Rings Khazad Dum Sourcebook,,,,
Marketing New Zealand Via Âthe Lord of the Rings',['Aylin Gã¼Rkaya'],2010.0,['GRIN Verlag GmbH'],['eng']
"The Art of the ""Two Towers"" (""Lord of the Rings"")",['Gary Russell'],2003.0,['HarperCollins Publishers Ltd'],
Lord of the Rings Horror Coloring Book,['Fabian Walsh'],2021.0,['Independently Published'],['eng']
The Lord of the Rings THREE VOLUMES IN ONE (The Fellowship of the Ring; The Two Towers; The Return of the King),['n/a'],1971.0,['BCA'],
Lara Lara! - Lord of the Rings Coloring Book,['Lara lara!'],2021.0,['Independently Published'],['eng']
Approaches to Teaching Tolkien's The Lord of the Rings and Other Works,['Leslie A. Donovan'],2015.0,['Modern Language Association of America'],['eng']
The Filmbook of J. R. R. Tolkien's The Lord of the Rings,['Saul Zaentz'],1978.0,"['Ballantine Books', 'Ballantine']",['eng']
Lord of the Rings Quizzes and Answers : Challenge Your Self If You Know About,['Jonathan MCGREGOR'],2021.0,['Independently Published'],['eng']
The Lord of the Rings,['Gary Russell'],2003.0,['Houghton Mifflin'],['eng']
The Lord of the Rings Trilogy & The Hobbit (Boxed Set),,,,
The Lord of the Rings and the Western narrative tradition,['Martin Simonson'],2008.0,['Walking Tree'],['eng']
Big Quiz Book of Lord of the Rings : Fascinating and Entertaining Facts about the Movie,['Lala Lallave'],2021.0,['Independently Published'],['eng']
THE LORD OF THE RINGS STRATEGY BATTLE GAME 2 TOWERS,['GAMES WORKSHOP'],2002.0,['topps'],
The Lord Of The Rings Conquest Prima Official Game Guide,['Mike Searle'],2009.0,['Prima Games'],
Lord of the Rings Coloring Book,['colouring rings'],2020.0,['Independently Published'],['eng']
The Lord of the Rings and the signs of the times,['Ean C. M. Begg'],1975.0,['Guild of Pastoral Psychology'],['eng']
"Words, phrases & passages in various tongues in The lord of the rings",['J.R.R. Tolkien'],2007.0,['Tolkien Trust'],['eng']
Lord of the Rings--The One Ring Glass Candle-SCS Direct,['Insight Editions'],2021.0,['Insight Editions'],['eng']
The Lord of the Rings and other bookbindings of Philip Smith,['Philip Smith'],1970.0,"['C.P. Smith', 'C. P. Smith']",['eng']
Arda Inhabited: Environmental Relationships in the Lord of the Rings,['Susan Jeffers'],,,
Painting World Lord of the Rings Coloring Book,['Painting World'],2020.0,['Independently Published'],['eng']
Lord of the Rings Coloring Book,['Tree Beard'],2019.0,['Independently Published'],['eng']
Lord of the Rings Coloring Book,['wael abdulwahid'],2021.0,['Independently Published'],['eng']
Lord of the Rings Coloring Book,['Fantasy Comic'],2019.0,['Independently Published'],['eng']
A Tolkien Tapestry Pictures To Accompany The Lord Of The Rings,['Cor Blok'],2011.0,['HarperCollins'],
Lost Recipes the Unofficial Hobbit and Lord of the Rings Cookbook,['Vanessa Kittle'],2019.0,"['Lulu Press, Inc.', 'Lulu.com']",['eng']
The Lord of the Rings [1/9],['J.R.R. Tolkien'],1992.0,['Hyōronsha'],['jpn']
Lord of the Rings 2022 Calendar,['Wera Jung'],2021.0,['Independently Published'],['eng']
The Hobbit/The Lord of the Rings,"[""Mr Brendan Francis O'Halloran""]",2017.0,"['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",
Music of Harry Potter and the Lord of the Rings,['Daniel White'],2024.0,['Routledge'],['eng']
The Lord of The Rings: The Making of the Movie Trilogy,['Brian Sibley'],2002.0,"['HarperCollins Publishers', 'HarperCollins Publishers Ltd']",
Lord of the Rings - The Return of the King Jigsaw Book,['Five Mile Press'],2003.0,['Five Mile Press'],
The Return of the King Lord of the Rings - Part three,,,,
Lord of the Rings Quizzes and Answers : Challenge Your Self If You Know Much about LOTR,['Daniel HADLEY'],2021.0,['Independently Published'],['eng']
Lord of the Rings Movie Trilogy Trivia Quiz Game : Test Your Knowledge with These Amazing Questions,['Latonya Uzzo'],2021.0,['Independently Published'],['eng']
The Frodo Franchise: The Lord of the Rings and Modern Hollywood,['Kristin Thompson'],2007.0,['University of California Press'],
The Two Towers Sourcebook (The Lord of the Rings Roleplaying Game),['Matt Forbeck'],2003.0,['Decipher Inc.'],['eng']
Coles notes on 'The Lord of the Rings' (and) The Hobbit,['William READY'],1971.0,['Coles'],['eng']
The Return Of The King Being The Third Part Of The Lord Of The Rings Second Edition Revised NINTH PRINTING (Hardcover) (The Lord of the Rings),,,,
Lord of the Rings Coloring Book,['Hana Lexi'],2019.0,['Independently Published'],['eng']
The Lord of the Rings. Three volumes in one. [BCA Edition],,,,
"Wendy and Lucy, Star Trek, and the Lord of the Rings",['Patrick McEvoy-Halston'],2017.0,['Independently Published'],['eng']
Discover Distinct Cakes with the Lord of the Rings,['Johny Bomer'],2021.0,['Independently Published'],['eng']
The Lord of the Rings [2/9],['J.R.R. Tolkien'],2002.0,['Hyōronsha'],['jpn']
The Lord of the Rings [3/9],['J.R.R. Tolkien'],1992.0,['Hyōronsha'],['jpn']
Lord of the Rings Dots Lines Spirals Coloring Book,['Spirale Spirale Tomcraft'],2021.0,['Independently Published'],['eng']
"The ""Return of the King"" Weapons and Warfare (""Lord of the Rings"")",['John Howe'],2003.0,['HarperCollins Publishers Ltd'],['eng']
The Lord of the Rings,['Mario De Govia'],2003.0,['Prima Games'],['eng']
Lord of the Rings Coloring Book,['Lex Luther'],2019.0,['Independently Published'],['eng']
CliffsNotes on Tolkien;s the Lord of the Rings and the Hobbit,['Gene B. Hardy'],2004.0,"['Wiley & Sons, Incorporated, John']",['eng']
The Two Towers (The Lord of the Rings Roleplaying Adventure Game),['Decipher RPG'],,,
The Lord of the Rings Online,['Mike Searle'],2007.0,['Prima Games'],['eng']
Lord of the Rings 2022 Calendar,['The Lord Calender'],2021.0,['Independently Published'],['eng']
"The Art of the ""Return of the King"" (""Lord of the Rings"")",['Gary Russell'],2004.0,"['HarperCollins Publishers Ltd', 'HarperCollins', 'HARPERCOLLINS PUB.', 'Harpercollins Pub Ltd', 'HARPERCOLLINS']","['eng', 'und']"
The Film Book of J.R.R. Tolkien's The Lord Of The Rings,['Saul Zaentz'],1978.0,['Ballantine Books'],['eng']
Games Workshop The Battle of Pelennor Fields Lord of the Rings Supplement,,,,
Love Story of Arwen and Aragorn in 'the Lord of the Rings',['Kathrin Weinen'],2008.0,['GRIN Verlag GmbH'],['eng']
The Lord of the Rings [2/2],['J.R.R. Tolkien'],1993.0,['Olimp'],['rus']
Fell Beasts and Wondrous Magic Sourcebook (The Lord of the Rings Roleplaying Game),['Decipher RPG'],2003.0,['Decipher Inc.'],['eng']
Study Guide for J. R. R. Tolkien's the Lord of the Rings,['Course Hero'],2021.0,['Independently Published'],['eng']
Hobbit and the Lord of the Rings Sketchbooks [Deluxe Boxed Set Edition],['Alan Lee'],2019.0,['HarperCollins Publishers Limited'],['eng']
Study Guide - the Lord of the Rings Series (a BookCaps Study Guide),['BookCaps Study Guides Staff'],2011.0,['Golgotha Press'],['eng']
The Lord of the Rings. 3 volumes in one. [BCA Edition] 1971,,,,
Lord of the Rings : MALBUCH : Exklusive Illustrationen Für Kinder und Erwachsene,['Daves Daves Bibliothek'],2020.0,['Independently Published'],['ger']
Lords of the Middle Dark/Book One of the Rings of the Master,['Jack L. Chalker'],1989.0,['Severn House Pub Ltd'],['eng']
The Lord of the Rings and Philosophy,"['Eric Bronson', 'Gregory Bassham']",2011.0,['Piper'],['ger']
Lord of the Rings Coloring Book,['Emma Kovtun'],2019.0,['Independently Published'],['eng']
"Dari Sayid Quthb, Ali Syariati, The Lord of the Rings hingga Bollywood",['Ekky Al Malaky'],2004.0,['Lentera Basritama'],['ind']
Shadow and Flame (Lord of the Rings Strategy Battle Game),"['Matthew Ward', 'Alessio Cavatore']",2003.0,['Games Workshop'],
"RETURN OF THE KING, The - The Lord of the Rings Strategy Battle Game","['Alessio & Ward, Matt Cavatore']",2003.0,['Games Workshop Publishing'],
Realm of the Ring Lords; the Myth and Magic of the Grail Quest,['Laurence Gardner'],2002.0,['Fair Winds'],
The Lord of the Rings Official Game Secrets (Prima's Secrets of the Games),['Steven A. Schwartz'],1994.0,['Prima Games'],['eng']
The Rings Of The Lords,['Liam Blades'],2019.0,"['lulu.com', 'Lulu.com']",
Reader and Educator Guide to the Hobbit and the Lord of the Rings,['Houghton Mifflin Harcourt'],2012.0,['Houghton Mifflin Harcourt Trade & Reference Publishers'],['eng']
The filmbook of J.R.R. Tolkien's 'The Lord of the Rings',['Saul Zaentz'],1979.0,['Fantasy Film Books'],['eng']
Lord of the Rings: Red Book of Westmarch Traveler's Notebook Set : (Refillable Notebook),['Insights'],2023.0,['Insight Editions'],['eng']
"Le sacré dans ""The Lord of the Rings"" de J.R.R. Tolkien",['Marc Chémali'],1994.0,,['fre']
"What Marijuana, the Lord of the Rings, and Jazz Music Have in Common",['John Tuttle'],2018.0,['GRIN Verlag GmbH'],['eng']
"Tolkien, Lord of the Rings Box Set (Parts 1, 2, 3 and 4)",['J.R.R. Tolkien'],1973.0,['Ballantine Books'],
Lord of the Rings Coloring Book,['Senoria Lee'],2021.0,['Independently Published'],['eng']
Lord of the Rings Tarot Deck and Book Set,"['Terry Donaldson', 'Peter Pracownik', 'Mike Fitzgerald']",,,
The Lord of the Rings - The Return of the King (Prima's Offical Strategy Guide),['Prima Development'],2003.0,['Prima Games'],['eng']
Smart Pop Explains Peter Jackson's the Lord of the Rings and the Hobbit Movies,['The Editors The Editors of Smart Pop'],2022.0,['BenBella Books'],['eng']
"The Two Towers Movie Soundtrack Piano, Vocal, and Chords (The Lord of the Rings)",['Howard Shore'],2003.0,['Alfred Publishing Company'],['eng']
The Lord of the Rings Exclusive Limited edition Pez candy dispenser collectors series set,,,,
The Return of the King Roleplaying Adventure Game (The Lord of the Rings Roleplaying Game),['Decipher RPG'],2004.0,['Decipher Inc.'],['eng']
Construction and use of landscape in 'The Lord of the Rings' by J.R.R. Tolkien,['Christine Kenward'],1985.0,,['eng']
LORD of the RINGS : Coloring Book : Exclusive Illustrations for Kids and Adults,['Anthony Bryant'],2021.0,['Independently Published'],['eng']
Magical Rings in English Literature. from Anglo-Saxon Charms to Tolkien's Lord of the Rings,['Michael Barkas'],2016.0,['GRIN Verlag GmbH'],['eng']
The Magical Worlds of Lord of the Rings,['David Colbert'],2002.0,['Berkley Trade'],['eng']
"The Return of the King, Being the Third Part of the Lord of the Rings",,,,
"THE RETURN OF THE KING, Being the Third Part of THE LORD OF THE RINGS",,,,
"The return of the king, being the third part of The Lord of The Rings",,,,
Lord of the Rings Activity Book,['Kimoto Koryusai'],2021.0,['Independently Published'],['eng']
The Hidden Meaning Of The Lord Of The Rings The Theological Vision In Tolkiens Fiction,['Sarah Laurell'],2012.0,['Saint Benedict Press'],
Lord of the Rings Coloring Book,['Tammerane Bergin'],2021.0,['Independently Published'],['eng']
Unsung heroes of the Lord of the rings : from the page to the screen / Lynnette R. Porter,['Lynnette R. Porter'],2005.0,['Praeger Publishers'],['eng']
Fantasy Literature As a Genre of Popular Culture. Harry Potter and Lord of the Rings,['Magdalini Choleva'],2015.0,['GRIN Verlag GmbH'],['eng']
"So You Think You Know the ""Lord of the Rings""? (So You Think You Know)",['Clive Gifford'],2002.0,"[""Hodder Children's Books""]",
Official the lôrd of the Rîngs Calendar 2022-2023,['Carlaa 8k Print'],2021.0,['Independently Published'],['eng']
The Hobbit & The Lord of the Rings 4 Books Boxed Set By J. R. R. Tolkien,['J.R.R. Tolkien'],2021.0,['HarperCollinsChildren’sBooks'],
"Breakups, Breakdowns, and J. R. R. Tolkien's the Lord of the Rings",['Ian Saad'],2021.0,['Independently Published'],['eng']
"The Return of the King Movie Soundtrack Piano, Vocal, and Chords (The Lord of the Rings)",['Howard Shore'],2004.0,['Warner Bros. Publications'],['eng']
Lord of the Rings and Warcraft Coloring Book,['Angela Westfild'],2018.0,['Independently Published'],['eng']
Lord of the Rings and Warcraft Coloring Book,['Westfild Angela'],2020.0,['Independently Published'],['eng']
The Hobbit and the Lord of the Rings 4 Vols Boxed Set - 50th Anniversary Edition,,,,
J.R.R. Tolkien The Hobbit and The Lord of the Rings Boxed Set (Authorized Edition),,,,
"Study Guide - the Two Towers, the Lord of the Rings, Part Two (a BookCaps Study Guide)",['BookCaps Study Guides Staff'],2011.0,['Golgotha Press'],['eng']
"Les lieux initiatiques dans The lord of the rings (Tolkien), Paradise lost (Milton) et Inferno (Dante)",['Fabienne Claire Caland'],1999.0,,['fre']
The Return of the King - Being the Third Part of The Lord of the Rings (Revised Edition),,,,
Lord of the Rings Online: Shadows of Angmar - World Companion,['Mike Searle'],2007.0,['Prima Games'],['eng']
Reader and Educator Guide to &quot;the Hobbit&quot; and &quot;the Lord of the Rings&quot;,['Houghton Mifflin Houghton Mifflin Harcourt'],2012.0,['Houghton Mifflin Harcourt Publishing Company'],['eng']
"The Sources of Lord of the Rings and The Children of Hurin by J.R.R.Tolkien, Series I",['Eric Rücker Eddison'],2007.0,['www.bnpublishing.com'],['eng']
Approaches to Teaching Tolkien's The Lord of the Rings and Other Works (Approaches to Teaching World Literature),['Leslie A. Donovan'],2015.0,"['Modern Language Association of America, an Imprint of Modern Language Association of America', 'The Modern Language Association of America', 'Modern Language Association of America']",
Middle-earth from Script to Screen: Building the World of The Lord of the Rings and The Hobbit,"['Daniel Falconer', 'K. M. Rice']",2017.0,['Harper Design'],
Lord of the Rings : the BEST of : Coloring Book : EXCLUSIVE EDITION : a Collection of over 40 Selected Best Illustrations,"[""Dave's Dave's library""]",2020.0,['Independently Published'],['eng']
A gateway to Sindarin: a grammar of an Elvish language from J.R.R. Tolkien's Lord of the rings,['David Salo'],2004.0,['University of Utah Press'],['eng']
A Brief Guide To Jrr Tolkien The Unauthorized Guide To The Author Of The Hobbit And The Lord Of The Rings,['Running Press'],2012.0,['Running Press Book Publishers'],
"Mittelerde und das 21. Jahrhundert: Zivilisationskritik und alternative Gesellschaftsentw urfe in J. R. R. Tolkiens ""The Lord of the Rings""",['Alexander van de Bergh'],,['WVT Wissenschaftlicher Verlag Trier'],['ger']
Tolkien English Glossary A Guide to Old Uncommon and Archaic Words Used in the Hobbit and the Lord of the Rings,['Oliver Loo'],2010.0,"['Lulu Press, Inc.']",['eng']
Tongariro National Park Trekking/Hiking/Walking Topographic Map Atlas Tolkien's The Lord of The Rings Filming Location New Zealand North Island ...,['Sergio Mazitto'],2018.0,['CreateSpace Independent Publishing Platform'],
"The Real Middle Earth: Exploring the Magic and Mystery of the Middle Ages, J.R.R. Tolkien, and ""The Lord of the Rings""",['Brian Bates'],2015.0,"[""St. Martin's Press""]",
"Los Senores de los Anillos / Poder, Dinero y Doping en los Juegos Olimpicos  The Lords of the Rings / Power, Money and Doping / Drugs in the Modern Olympic Games",,,['El Triangle / Transparència'],
The Rings Of The Lords,['Liam Simon Blades'],2017.0,['Independently published'],
Lord of the Wedding Rings,"['Ron Sheppard', 'Leigh Ferrani']",2014.0,['Olympia Publishers'],['eng']
Lord of the Living Ring,['Beldeu Singh'],2005.0,['Authorhouse'],['eng']
LEP  The Lord of the Collider Rings at CERN 19802000,['Herwig Schopper'],2009.0,"['Springer', 'Springer London, Limited', 'Springer Berlin / Heidelberg']",['eng']
Secrets of the Alchemist Star Lord of Wars in a Rings of Time Matrix,['Dan Plouff'],2020.0,['Independently Published'],['eng']
Lord of &Tau;he Rings - the BEST of - Coloring Book - EXCLUSIVE EDITION - a Collection of over 40 Selected Best Illustrations - High Quality,['Jason Morin'],2022.0,['Independently Published'],['eng']
&Tau;he Lord of &Tau;he Rings _ the BEST of _ Coloring Book _ a Collection of over 40 Selected Best Illustrations _ High Quality,['Mark Ross'],2022.0,['Independently Published'],['eng']
&Tau;olkien's World Coloring Book - EXCLUSIVE EDITION - a Collection of over 40 Selected Best Illustrations Inspired by the Lord of &Tau;he Rings And &#1053;obbit,['Sam Streeter'],2022.0,['Independently Published'],['eng']
"A Declaration Of The Lords and Commons Assembled in Parliament, For the speedy putting this City into a posture of defence, and to fortifie all the passages into the same, Divers Rebels, Traytors, and other il-affected people, in pursuit of a wicked designe to alter Religion, being now marching against the Parliament for de- struction of the same, and of the City of London. Also, an Ordinance of both Houses, decla- ring their Resolutions of making provision for those that shall be maimed in this present war, who are in the service of the Parliament; and for the wives and children of those that that shall be slaine. ... (5 lines)",['McAlpin Collection of British History and Theology (Burke Library at Union Theological Seminary)'],1642.0,['Printed for I. Wright'],['eng']
